student_id,studied_course,Background,interested,Hour_week,Study_Materials,Practical_Work,Alone_Study,Sleep_hours,Soc_Activ,stressed_anx,Exp_GPA,Curr_GPA
4527,Biochemistry,Languages,3,4,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides:Notes,Yes,Yes,1,Friend Circle in the University,Yes,1,3
4528,Probability and Statistics,Mathematics,9,9,Books-Out Of Course:Books-Recommended:Lecture Slides:Notes,NA,No,4,Sports:Fishing:Modelling:Volunteering Work:Friend Circle in the University,Yes,1,3
4529,Functional Programming,Chemistry,4,8,Books-Recommended:Notes,NA,Yes,6,Volunteering Work:Friend Circle in the University:Sports:Modelling:Programming,No,2,4
4530,Biochemistry,Biology,2,1,Lecture Slides:Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Notes,Yes,Yes,0,Modelling:Friend Circle in the University:Programming,Yes,4,3
4531,Latin,Languages,1,9,Books-Out Of Course:Notes,NA,No,1,Programming,No,3,2
4532,English,Biology,10,1,Books-Out Of Course:Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Notes,No,No,9,Fishing:Modelling:Volunteering Work:Programming:Sports,Yes,4,2.5
4533,Biochemistry,Biology,6,1,Books-Out Of Course:Notes:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,Yes,2,Volunteering Work:Programming:Modelling:Friend Circle in the University,No,4,3.5
4534,Latin,Computer Science,4,0,Notes,Prefer not to Say,Yes,7,Friend Circle in the University:Fishing,No,4,3
4535,Functional Programming,Computer Science,2,3,Books-Recommended:Books-Out Of Course:Notes,NA,Yes,2,Friend Circle in the University:Programming:Fishing:Modelling,Yes,2,1.5
4536,Organic Chemistry,Mathematics,1,6,Internet Resources(Videos Articles):Books-Recommended,No,Yes,6,Friend Circle in the University:Fishing:Modelling:Programming:Sports:Volunteering Work,Yes,3,3
4537,Linear Algebra,Languages,5,6,Books-Out Of Course:Lecture Slides:Notes,Yes,Yes,5,Modelling:Fishing:Friend Circle in the University,Yes,1,3.5
4538,Databases,History,7,5,Internet Resources(Videos Articles):Notes:Books-Out Of Course,NA,Yes,7,Fishing,Yes,3,1.5
4539,Functional Programming,Mathematics,9,2,Notes:Books-Out Of Course:Books-Recommended,NA,No,9,Modelling:Friend Circle in the University:Volunteering Work:Fishing,No,1,3
4540,Organic Chemistry,Computer Science,6,1,Books-Out Of Course:Internet Resources(Videos Articles),Yes,Yes,6,Fishing:Sports:Volunteering Work:Programming:Modelling:Friend Circle in the University,No,2,3
4541,Databases,Biology,3,7,Internet Resources(Videos Articles):Lecture Slides:Notes,No,Yes,6,Sports:Programming,Yes,3,3
4542,Biochemistry,Chemistry,6,5,Notes:Books-Recommended:Lecture Slides,Yes,Yes,8,Volunteering Work:Fishing:Modelling:Friend Circle in the University:Programming:Sports,No,1,3.5
4543,Databases,Computer Science,0,10+,Books-Out Of Course:Lecture Slides,Yes,No,4,Fishing:Volunteering Work:Friend Circle in the University:Sports,Yes,2,2.5
4544,Functional Programming,Biology,3,0,Notes,Yes,No,0,Friend Circle in the University,No,4,4
4545,Databases,History,10,10+,Lecture Slides:Books-Out Of Course,Yes,Yes,3,Fishing:Volunteering Work:Sports:Programming:Friend Circle in the University:Modelling,No,4,4
4546,Biochemistry,Mathematics,6,2,Books-Recommended,No,No,8,Programming:Fishing,Yes,4,1.5
4547,Organic Chemistry,Languages,6,5,Internet Resources(Videos Articles):Books-Recommended,No,No,4,Volunteering Work:Friend Circle in the University:Sports:Modelling:Programming:Fishing,Yes,1,1
4548,Organic Chemistry,Languages,7,3,Books-Out Of Course,Yes,Yes,3,Programming:Sports,No,4,3
4549,Genetics,Computer Science,5,1,Internet Resources(Videos Articles):Lecture Slides,NA,Yes,1,Sports:Friend Circle in the University:Volunteering Work:Modelling:Fishing,No,4,2
4550,Organic Chemistry,Mathematics,8,7,Notes:Books-Recommended:Lecture Slides,No,Yes,3,Volunteering Work:Fishing:Programming:Friend Circle in the University:Sports:Modelling,Yes,4,1.5
4551,Linear Algebra,Languages,7,8,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Books-Recommended:Lecture Slides,NA,No,10+,Volunteering Work,No,4,1
4552,Probability and Statistics,Languages,9,6,Internet Resources(Videos Articles),Prefer not to Say,No,8,Sports:Friend Circle in the University,Yes,1,4
4553,Databases,History,0,4,Lecture Slides:Internet Resources(Videos Articles),Yes,No,4,Volunteering Work,Yes,3,3
4554,Functional Programming,Chemistry,8,9,Lecture Slides:Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,Yes,10+,Friend Circle in the University:Fishing:Volunteering Work:Sports:Modelling:Programming,Yes,1,1.5
4555,Linear Algebra,Computer Science,5,7,Notes:Internet Resources(Videos Articles):Books-Recommended:Lecture Slides:Books-Out Of Course,Prefer not to Say,Yes,4,Fishing:Programming:Modelling,Yes,3,2
4556,Latin,Computer Science,0,6,Internet Resources(Videos Articles):Notes:Books-Recommended,Prefer not to Say,No,6,Sports:Programming:Fishing:Volunteering Work:Modelling:Friend Circle in the University,No,3,2.5
4557,Genetics,Computer Science,2,7,Lecture Slides:Books-Recommended,Yes,No,10+,Modelling,Yes,4,1.5
4558,Biochemistry,History,5,0,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,No,Yes,4,Modelling,No,3,4
4559,Genetics,Biology,6,9,Books-Out Of Course:Books-Recommended:Lecture Slides:Notes:Internet Resources(Videos Articles),Prefer not to Say,No,10+,Modelling:Programming,No,1,1.5
4560,Organic Chemistry,Mathematics,10,4,Books-Recommended:Notes:Internet Resources(Videos Articles),NA,Yes,5,Modelling:Friend Circle in the University,Yes,3,4
4561,Latin,Computer Science,8,7,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Notes,No,Yes,4,Friend Circle in the University:Fishing,No,1,2
4562,Functional Programming,Chemistry,1,4,Books-Recommended:Books-Out Of Course:Lecture Slides:Notes:Internet Resources(Videos Articles),No,No,1,Friend Circle in the University:Volunteering Work:Fishing,No,3,3.5
4563,English,Mathematics,0,5,Lecture Slides:Books-Recommended,Prefer not to Say,No,1,Programming:Modelling:Fishing,No,2,2
4564,Genetics,History,8,2,Notes:Books-Out Of Course:Books-Recommended,Prefer not to Say,No,10+,Volunteering Work:Modelling:Fishing:Programming:Sports:Friend Circle in the University,No,2,3.5
4565,Databases,Mathematics,9,2,Notes:Internet Resources(Videos Articles):Lecture Slides:Books-Recommended,No,Yes,3,Programming:Fishing:Modelling:Friend Circle in the University:Sports,Yes,2,1
4566,Mandarin,History,10,10+,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Notes,No,Yes,4,Friend Circle in the University:Programming:Sports:Fishing:Volunteering Work:Modelling,No,1,2.5
4567,Biochemistry,Chemistry,3,4,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Books-Recommended:Lecture Slides,No,No,1,Sports:Fishing:Modelling:Volunteering Work,Yes,4,4
4568,Linear Algebra,Mathematics,6,3,Books-Out Of Course:Books-Recommended:Notes:Lecture Slides,Prefer not to Say,No,2,Sports,Yes,3,1.5
4569,Genetics,Mathematics,8,7,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Notes:Books-Out Of Course,NA,Yes,5,Fishing:Friend Circle in the University:Programming:Volunteering Work,Yes,4,1
4570,Mandarin,Computer Science,4,7,Books-Out Of Course:Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Notes,NA,Yes,4,Sports:Programming,No,1,2.5
4571,Databases,Computer Science,1,3,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Notes:Lecture Slides,Prefer not to Say,No,7,Fishing:Programming:Sports:Volunteering Work:Modelling,No,2,4
4572,Functional Programming,History,6,5,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),NA,Yes,6,Friend Circle in the University,No,1,1.5
4573,Genetics,Mathematics,3,3,Books-Out Of Course:Lecture Slides,No,No,3,Fishing,Yes,1,2.5
4574,Probability and Statistics,Mathematics,2,3,Notes,NA,Yes,3,Programming,Yes,3,3.5
4575,Latin,Chemistry,9,7,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),Yes,Yes,3,Friend Circle in the University:Sports:Volunteering Work:Fishing:Modelling,Yes,3,2.5
4576,Linear Algebra,History,10,3,Internet Resources(Videos Articles),Prefer not to Say,Yes,1,Volunteering Work:Modelling:Friend Circle in the University,No,1,1.5
4577,Functional Programming,History,7,0,Internet Resources(Videos Articles),NA,No,2,Programming,No,2,1.5
4578,Organic Chemistry,Mathematics,6,3,Books-Out Of Course:Notes:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,No,2,Programming:Modelling:Sports:Volunteering Work:Fishing:Friend Circle in the University,No,2,4
4579,Probability and Statistics,Biology,2,2,Notes:Internet Resources(Videos Articles),Yes,No,7,Modelling:Friend Circle in the University:Sports:Volunteering Work,No,1,3.5
4580,Probability and Statistics,Languages,6,7,Lecture Slides:Internet Resources(Videos Articles),No,Yes,9,Friend Circle in the University:Programming:Fishing,Yes,4,2
4581,Genetics,Chemistry,2,5,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides:Books-Out Of Course,No,Yes,3,Modelling:Programming:Fishing:Sports,Yes,1,2
4582,Mandarin,Mathematics,0,8,Books-Recommended:Internet Resources(Videos Articles),No,No,0,Modelling:Fishing:Programming:Sports:Friend Circle in the University,Yes,4,1
4583,Linear Algebra,Chemistry,10,8,Books-Recommended:Lecture Slides:Notes,Yes,No,1,Modelling:Programming:Friend Circle in the University,No,2,2.5
4584,Genetics,Chemistry,6,4,Internet Resources(Videos Articles):Notes:Lecture Slides,No,No,2,Fishing,Yes,3,1.5
4585,Probability and Statistics,Languages,0,8,Notes:Books-Out Of Course,NA,No,7,Fishing:Volunteering Work:Friend Circle in the University:Programming,No,1,1
4586,Linear Algebra,Chemistry,8,6,Notes:Books-Recommended,No,No,2,Volunteering Work:Friend Circle in the University:Modelling:Fishing,No,4,1.5
4587,Functional Programming,Biology,4,6,Internet Resources(Videos Articles):Books-Out Of Course:Notes:Books-Recommended,NA,Yes,7,Volunteering Work:Modelling:Friend Circle in the University:Programming,No,2,2.5
4588,Latin,Chemistry,7,7,Books-Recommended,NA,No,3,Programming,Yes,3,2
4589,Mandarin,Chemistry,7,5,Lecture Slides:Notes:Books-Out Of Course,NA,Yes,9,Friend Circle in the University:Sports:Modelling,Yes,1,1
4590,Databases,History,3,5,Lecture Slides:Notes:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended,Yes,Yes,4,Modelling:Friend Circle in the University:Sports:Programming:Fishing:Volunteering Work,No,3,3.5
4591,Latin,History,7,1,Books-Recommended,Yes,Yes,10+,Friend Circle in the University:Modelling:Fishing:Volunteering Work:Programming:Sports,Yes,1,3.5
4592,Probability and Statistics,Mathematics,4,8,Lecture Slides:Internet Resources(Videos Articles):Notes,Yes,No,7,Sports:Volunteering Work:Fishing:Modelling:Programming,No,1,2.5
4593,Latin,Mathematics,4,9,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended:Notes,Prefer not to Say,No,8,Programming,No,4,2
4594,Databases,Computer Science,2,2,Notes:Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,No,10+,Sports,Yes,4,3.5
4595,Genetics,Computer Science,7,4,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Notes:Lecture Slides,NA,Yes,6,Friend Circle in the University:Modelling:Volunteering Work,Yes,1,3.5
4596,Probability and Statistics,Biology,4,5,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Lecture Slides:Books-Recommended,Prefer not to Say,No,0,Fishing:Modelling:Sports:Programming:Volunteering Work,Yes,3,3
4597,Organic Chemistry,Chemistry,3,9,Books-Out Of Course:Lecture Slides,Yes,Yes,5,Programming:Sports:Volunteering Work:Friend Circle in the University,No,1,3.5
4598,Latin,Computer Science,3,4,Books-Recommended,NA,Yes,4,Modelling,No,1,1
4599,Linear Algebra,Mathematics,6,2,Books-Out Of Course:Notes:Books-Recommended:Internet Resources(Videos Articles),NA,Yes,3,Fishing:Modelling:Volunteering Work,No,2,4
4600,Organic Chemistry,Biology,7,1,Books-Out Of Course:Books-Recommended,Yes,No,1,Modelling:Sports:Friend Circle in the University,Yes,4,4
4601,Databases,Languages,0,1,Books-Out Of Course:Books-Recommended:Lecture Slides,No,No,0,Fishing:Friend Circle in the University:Programming:Volunteering Work,No,2,4
4602,Databases,Chemistry,3,8,Notes:Books-Recommended,NA,Yes,9,Volunteering Work:Programming:Fishing,Yes,2,2
4603,Latin,Languages,2,1,Books-Out Of Course,NA,Yes,9,Volunteering Work:Sports:Fishing,Yes,1,1
4604,Functional Programming,Chemistry,6,8,Internet Resources(Videos Articles):Books-Out Of Course:Notes:Lecture Slides,Prefer not to Say,No,5,Programming:Modelling:Volunteering Work:Friend Circle in the University,No,2,2
4605,Genetics,Biology,10,2,Lecture Slides:Internet Resources(Videos Articles):Notes,Yes,No,7,Volunteering Work:Fishing:Sports:Modelling:Friend Circle in the University:Programming,No,2,2.5
4606,Probability and Statistics,Mathematics,3,0,Internet Resources(Videos Articles):Books-Recommended:Notes:Books-Out Of Course:Lecture Slides,No,No,10+,Fishing:Programming:Sports:Modelling:Friend Circle in the University:Volunteering Work,Yes,2,3
4607,Functional Programming,Mathematics,3,3,Notes:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended,NA,No,10+,Volunteering Work:Modelling:Friend Circle in the University:Sports,No,3,4
4608,Linear Algebra,Biology,1,3,Internet Resources(Videos Articles):Lecture Slides:Books-Recommended:Notes,Prefer not to Say,Yes,0,Programming,Yes,3,2.5
4609,Probability and Statistics,Mathematics,7,1,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Lecture Slides:Notes,No,No,4,Fishing:Sports,No,3,3
4610,Functional Programming,Computer Science,5,6,Internet Resources(Videos Articles):Books-Recommended:Books-Out Of Course:Lecture Slides:Notes,Prefer not to Say,Yes,2,Modelling,No,2,4
4611,Linear Algebra,Languages,5,8,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Notes,No,No,10+,Sports:Modelling:Programming:Volunteering Work:Friend Circle in the University,Yes,2,2.5
4612,Latin,Mathematics,10,1,Books-Recommended:Books-Out Of Course:Lecture Slides,No,No,9,Friend Circle in the University:Volunteering Work:Programming:Modelling:Sports:Fishing,No,1,1.5
4613,Databases,Mathematics,9,1,Books-Recommended:Books-Out Of Course,NA,Yes,1,Programming:Modelling:Friend Circle in the University:Fishing:Volunteering Work:Sports,No,2,2
4614,Latin,Chemistry,4,3,Notes:Internet Resources(Videos Articles):Books-Out Of Course:Books-Recommended:Lecture Slides,Prefer not to Say,No,6,Friend Circle in the University:Programming:Volunteering Work:Sports:Fishing:Modelling,No,4,1
4615,Databases,Languages,10,9,Notes:Lecture Slides:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles),NA,Yes,8,Fishing:Volunteering Work:Sports:Modelling:Friend Circle in the University,Yes,1,3
4616,Mandarin,Biology,0,7,Books-Out Of Course,NA,Yes,0,Fishing:Sports:Modelling,No,2,1
4617,Genetics,Computer Science,2,9,Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides:Notes,NA,Yes,1,Friend Circle in the University:Fishing:Sports:Programming:Modelling,No,4,1
4618,Functional Programming,Chemistry,6,2,Internet Resources(Videos Articles),Yes,Yes,9,Fishing:Friend Circle in the University:Sports,Yes,1,4
4619,Latin,History,6,5,Books-Out Of Course,Yes,Yes,7,Fishing:Volunteering Work,No,2,2
4620,Probability and Statistics,Mathematics,2,7,Books-Out Of Course,Prefer not to Say,No,0,Sports:Modelling:Friend Circle in the University,Yes,1,2
4621,Organic Chemistry,Languages,5,0,Notes:Books-Out Of Course,No,Yes,0,Volunteering Work:Programming:Sports:Friend Circle in the University:Fishing,Yes,3,2.5
4622,Databases,Biology,2,7,Books-Out Of Course:Internet Resources(Videos Articles):Books-Recommended,Yes,No,1,Programming:Sports:Fishing:Volunteering Work,Yes,3,1.5
4623,Databases,Computer Science,3,4,Lecture Slides:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,No,6,Modelling:Sports:Fishing:Volunteering Work,Yes,3,4
4624,Organic Chemistry,Mathematics,10,8,Books-Out Of Course:Books-Recommended,Yes,Yes,1,Fishing:Programming:Friend Circle in the University:Modelling,No,2,2.5
4625,Functional Programming,Biology,5,2,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,Yes,Yes,3,Modelling:Fishing:Volunteering Work:Friend Circle in the University:Programming,Yes,1,1
4626,Probability and Statistics,History,0,2,Books-Out Of Course:Lecture Slides:Books-Recommended:Notes:Internet Resources(Videos Articles),NA,No,1,Programming:Volunteering Work:Fishing,No,4,1.5
4627,Latin,Biology,5,1,Lecture Slides,NA,No,0,Programming,Yes,4,1.5
4628,Latin,Chemistry,10,10+,Internet Resources(Videos Articles),Yes,No,6,Friend Circle in the University:Programming:Fishing:Modelling,Yes,1,1.5
4629,Databases,Mathematics,10,6,Books-Recommended:Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,Yes,No,1,Programming:Friend Circle in the University,Yes,1,1.5
4630,Latin,Languages,6,4,Lecture Slides,Yes,No,1,Programming:Sports:Volunteering Work,No,2,3
4631,Functional Programming,Languages,3,2,Books-Recommended,No,No,8,Fishing:Volunteering Work:Sports:Programming:Modelling:Friend Circle in the University,No,2,3
4632,Biochemistry,Mathematics,10,3,Books-Out Of Course:Notes:Books-Recommended,No,Yes,7,Modelling,No,4,1
4633,English,Chemistry,9,0,Books-Recommended:Books-Out Of Course,Prefer not to Say,No,0,Sports:Fishing:Friend Circle in the University:Programming,Yes,2,2
4634,Functional Programming,Mathematics,1,9,Internet Resources(Videos Articles):Notes:Books-Out Of Course,Prefer not to Say,Yes,3,Friend Circle in the University:Modelling:Volunteering Work:Sports:Fishing,Yes,2,3
4635,Databases,History,3,8,Books-Recommended,NA,No,7,Modelling:Programming:Friend Circle in the University:Fishing:Sports,No,2,4
4636,Mandarin,Biology,5,4,Notes,No,No,1,Fishing,Yes,4,2
4637,Functional Programming,History,9,9,Notes:Internet Resources(Videos Articles),Prefer not to Say,Yes,10+,Volunteering Work:Modelling:Fishing:Friend Circle in the University:Programming:Sports,No,1,1.5
4638,Biochemistry,History,2,0,Internet Resources(Videos Articles),No,Yes,4,Modelling:Sports:Fishing:Friend Circle in the University:Programming,Yes,3,2.5
4639,Mandarin,History,3,6,Books-Recommended:Lecture Slides,No,Yes,0,Friend Circle in the University:Modelling,Yes,3,2
4640,Databases,Biology,8,0,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course:Notes:Books-Recommended,Prefer not to Say,Yes,8,Volunteering Work:Friend Circle in the University:Fishing:Modelling:Sports:Programming,Yes,1,2.5
4641,Linear Algebra,Languages,7,0,Notes,No,Yes,4,Programming:Sports:Friend Circle in the University:Fishing:Modelling:Volunteering Work,No,3,3
4642,English,History,5,4,Lecture Slides:Notes:Internet Resources(Videos Articles),No,No,0,Modelling:Friend Circle in the University:Programming:Sports:Fishing:Volunteering Work,No,2,4
4643,Probability and Statistics,History,7,10+,Books-Recommended:Notes:Lecture Slides:Books-Out Of Course,NA,No,0,Sports:Programming:Modelling:Friend Circle in the University:Volunteering Work:Fishing,No,2,3.5
4644,Probability and Statistics,Mathematics,7,3,Notes:Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,No,1,Fishing,No,3,4
4645,Linear Algebra,Biology,9,7,Lecture Slides:Books-Out Of Course,Prefer not to Say,Yes,3,Modelling:Friend Circle in the University:Fishing:Volunteering Work:Programming:Sports,Yes,3,3.5
4646,Mandarin,Languages,1,4,Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles):Notes,NA,Yes,9,Volunteering Work:Modelling:Sports:Fishing:Friend Circle in the University:Programming,Yes,4,4
4647,Biochemistry,Biology,8,2,Notes,Prefer not to Say,Yes,4,Fishing:Programming:Modelling,Yes,4,2.5
4648,Latin,History,4,6,Notes:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,No,Yes,1,Modelling:Friend Circle in the University:Volunteering Work,No,1,1.5
4649,Biochemistry,Computer Science,4,2,Notes,No,No,10+,Sports:Programming:Volunteering Work,No,3,1
4650,Latin,Languages,10,0,Lecture Slides:Notes:Books-Out Of Course:Books-Recommended,NA,No,2,Fishing:Programming:Sports:Modelling:Friend Circle in the University:Volunteering Work,No,1,1
4651,Organic Chemistry,Chemistry,1,5,Lecture Slides:Books-Recommended:Notes:Internet Resources(Videos Articles),NA,No,7,Sports:Programming,Yes,2,2.5
4652,Probability and Statistics,Mathematics,9,2,Lecture Slides:Notes,No,Yes,10+,Programming:Modelling:Fishing:Volunteering Work,Yes,1,3
4653,English,Mathematics,5,6,Books-Out Of Course,No,No,8,Programming,No,1,2.5
4654,Functional Programming,Languages,2,1,Books-Recommended,NA,Yes,4,Programming:Modelling,No,4,2.5
4655,English,Languages,0,4,Lecture Slides:Notes,Prefer not to Say,Yes,3,Modelling:Friend Circle in the University,Yes,4,1.5
4656,Mandarin,Computer Science,8,3,Notes:Books-Recommended:Internet Resources(Videos Articles),Yes,No,4,Friend Circle in the University:Volunteering Work:Fishing,No,2,1
4657,Probability and Statistics,Languages,4,2,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended:Books-Out Of Course,NA,No,10+,Programming:Fishing:Modelling:Volunteering Work:Friend Circle in the University:Sports,No,2,2
4658,Functional Programming,Biology,8,10+,Internet Resources(Videos Articles):Lecture Slides,Prefer not to Say,Yes,5,Programming:Volunteering Work:Modelling:Fishing:Friend Circle in the University:Sports,Yes,4,3.5
4659,Biochemistry,Computer Science,8,7,Internet Resources(Videos Articles):Books-Out Of Course,Yes,No,1,Volunteering Work:Programming:Fishing,No,1,1
4660,Functional Programming,History,8,1,Lecture Slides:Notes:Books-Recommended,Prefer not to Say,No,10+,Fishing:Volunteering Work:Modelling:Sports:Friend Circle in the University,No,3,3
4661,English,Biology,10,5,Internet Resources(Videos Articles):Books-Recommended:Notes:Books-Out Of Course,Yes,Yes,2,Friend Circle in the University:Modelling,No,2,4
4662,Linear Algebra,Languages,6,9,Internet Resources(Videos Articles):Books-Out Of Course:Lecture Slides:Books-Recommended:Notes,Prefer not to Say,No,7,Sports:Friend Circle in the University:Volunteering Work,No,1,4
4663,Linear Algebra,Mathematics,6,2,Books-Recommended:Lecture Slides:Books-Out Of Course,NA,No,9,Programming:Fishing:Modelling:Friend Circle in the University:Sports,Yes,3,1.5
4664,Organic Chemistry,Mathematics,5,5,Books-Out Of Course:Notes:Internet Resources(Videos Articles),No,No,9,Modelling,No,4,3
4665,Functional Programming,Languages,1,5,Lecture Slides:Notes,No,Yes,3,Friend Circle in the University:Volunteering Work:Modelling:Fishing:Sports,No,3,4
4666,Linear Algebra,Chemistry,2,0,Internet Resources(Videos Articles):Lecture Slides:Books-Out Of Course,No,No,6,Fishing:Programming:Volunteering Work:Sports,Yes,3,3.5
4667,Latin,Chemistry,2,10+,Internet Resources(Videos Articles):Books-Recommended:Lecture Slides:Books-Out Of Course,No,No,4,Modelling:Sports:Programming:Volunteering Work,No,1,1.5
4668,Mandarin,Chemistry,8,3,Books-Recommended:Books-Out Of Course:Internet Resources(Videos Articles):Lecture Slides,NA,No,8,Programming:Friend Circle in the University:Sports:Modelling:Fishing,Yes,1,1
4669,Organic Chemistry,Biology,7,4,Internet Resources(Videos Articles):Notes:Books-Out Of Course:Books-Recommended:Lecture Slides,No,No,9,Volunteering Work:Programming,No,1,1.5
4670,Biochemistry,Chemistry,10,9,Internet Resources(Videos Articles):Notes:Books-Recommended:Lecture Slides,NA,No,1,Fishing:Friend Circle in the University:Programming,No,3,1
4671,Genetics,Chemistry,1,2,Lecture Slides:Notes:Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles),Prefer not to Say,Yes,6,Modelling:Programming:Fishing:Friend Circle in the University:Volunteering Work:Sports,No,3,1.5
4672,Mandarin,Computer Science,6,0,Books-Out Of Course,Prefer not to Say,No,9,Fishing:Volunteering Work:Programming,No,3,2.5
4673,Mandarin,Chemistry,5,1,Internet Resources(Videos Articles):Lecture Slides:Notes,Prefer not to Say,Yes,7,Sports:Volunteering Work:Fishing:Modelling,No,2,3.5
4674,English,Languages,10,6,Books-Out Of Course,NA,Yes,8,Modelling:Sports,No,1,1
4675,Mandarin,Biology,10,9,Books-Recommended:Internet Resources(Videos Articles):Lecture Slides,Yes,Yes,0,Programming:Modelling:Fishing,No,4,3.5
4676,English,Chemistry,5,10+,Internet Resources(Videos Articles),NA,Yes,3,Volunteering Work:Programming:Friend Circle in the University:Fishing:Sports,No,3,1
4677,Organic Chemistry,History,0,5,Books-Recommended:Notes:Books-Out Of Course,Yes,Yes,1,Volunteering Work:Sports,Yes,2,4
4678,Mandarin,Chemistry,2,1,Books-Recommended:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),No,No,10+,Volunteering Work:Sports,No,2,2
4679,Databases,Languages,6,3,Lecture Slides:Books-Recommended:Books-Out Of Course,NA,No,7,Sports:Friend Circle in the University:Programming:Modelling,No,1,4
4680,Probability and Statistics,Chemistry,6,6,Books-Out Of Course:Lecture Slides:Internet Resources(Videos Articles):Books-Recommended,No,No,1,Volunteering Work:Sports:Friend Circle in the University:Programming:Modelling,No,3,1.5
4681,Genetics,Biology,9,2,Books-Out Of Course,NA,No,6,Friend Circle in the University:Modelling:Fishing:Sports,No,2,2
4682,Biochemistry,Biology,4,0,Internet Resources(Videos Articles):Books-Recommended,Prefer not to Say,No,3,Modelling:Programming:Volunteering Work:Friend Circle in the University:Sports:Fishing,Yes,3,2.5
4683,Organic Chemistry,Chemistry,4,6,Internet Resources(Videos Articles):Books-Out Of Course:Notes,Prefer not to Say,Yes,4,Friend Circle in the University:Fishing,No,1,2
4684,Probability and Statistics,Chemistry,1,4,Books-Out Of Course:Books-Recommended:Internet Resources(Videos Articles):Notes:Lecture Slides,Yes,No,2,Modelling:Programming:Friend Circle in the University:Sports:Fishing:Volunteering Work,No,1,2.5
4685,Latin,Chemistry,0,3,Books-Recommended:Books-Out Of Course:Lecture Slides,Prefer not to Say,No,5,Sports,No,4,1
4686,Probability and Statistics,Computer Science,4,7,Internet Resources(Videos Articles):Books-Out Of Course,Prefer not to Say,Yes,2,Modelling:Volunteering Work:Fishing:Sports,Yes,2,4
4687,Linear Algebra,History,6,9,Books-Out Of Course:Notes:Lecture Slides:Internet Resources(Videos Articles):Books-Recommended,NA,Yes,5,Modelling:Sports:Friend Circle in the University:Volunteering Work,Yes,1,2.5
4688,Genetics,History,7,6,Books-Recommended:Books-Out Of Course,No,No,8,Programming:Fishing:Modelling,Yes,4,2.5
4689,Genetics,Languages,3,9,Books-Recommended:Internet Resources(Videos Articles):Notes,Yes,Yes,0,Friend Circle in the University,Yes,3,4
4690,Organic Chemistry,History,7,9,Books-Recommended:Lecture Slides:Books-Out Of Course:Internet Resources(Videos Articles),NA,Yes,7,Sports:Modelling,Yes,1,1
4691,Biochemistry,Mathematics,2,0,Books-Out Of Course:Notes:Internet Resources(Videos Articles):Lecture Slides:Books-Recommended,NA,No,6,Modelling:Programming:Friend Circle in the University:Volunteering Work,No,2,3.5
4692,Organic Chemistry,Chemistry,1,2,Lecture Slides:Internet Resources(Videos Articles):Books-Out Of Course,Yes,Yes,8,Volunteering Work:Fishing:Sports:Friend Circle in the University:Modelling:Programming,Yes,3,4
4693,Probability and Statistics,Chemistry,0,8,Lecture Slides:Internet Resources(Videos Articles):Notes:Books-Recommended:Books-Out Of Course,No,Yes,0,Volunteering Work:Friend Circle in the University:Sports:Programming:Modelling:Fishing,Yes,4,3.5
